Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Your Campus:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course:,Your Course,Your Course:,Please indicate the TYPE of course this was in terms of delivery:,1. I participated in course activities that connected the course to real-world scenarios:,How much did these activities help you learn?,"2. I received feedback (e.g., on graded work, in class, at office hour visits) from my instructor:",How much did this activity help you learn?,"3. I participated in group work, activities, or collaborations:",How much did this activity help you learn?,4. I participated in IN-CLASS discussions:,How much did this activity help you learn?,5. I participated in ONLINE discussions:,How much did this activity help you learn?,6. I helped other students learn/understand course content (including presentations):,How much did this activity help you learn?,7. I attended Supplemental Instruction sessions outside of class:,How much did this activity help you learn?,8. I took placement/readiness tests before learning the course materials:,How much did this activity help you learn?,9. I listened to my instructor’s lectures:,How much did this activity help you learn?,"10.  What are the top 3 ACTIVITIES that best help you learn, whether they are on the list above or not and whether or not they were part of your course?","1. I used my campus Learning Management System (LMS)An LMS is a website a campus uses to provide course materials online.  Examples include Blackboard, Beachboard, iLearn, Moodle, and Canvas. for this course:",How much did using this technology help you learn?,2. I used an eTextbook in this course:,How much did using this technology help you learn?,"3. I used online homework or study materials/resources from publishers such as Connect, WebAssign, McGraw Hill, ALEKS, or Pearson in this course:",How much did using this technology help you learn?,4. I used virtual labs or simulations in this course:,How much did using this technology help you learn?,5. I watched or listened to my instructor's recorded or streamed audio or video lectures:,How much did using this technology help you learn?,"6. I used audio or video from an outside source for information related to the course  (for example, a YouTube video to help me better understand a key course concept):",How much did using this technology help you learn?,7. I took ONLINE quizzes or tests in this course:,How much did using this technology help you learn?,"8. I used Google tools (e.g., Google Docs, Forms, or Hangouts) for this course:",How much did using this technology help you learn?,9. I used a website created for this class by my instructor outside the LMS:,How much did using this technology help you learn?,10. I used ONLINE content from other courses or schools to study for this course:,How much did using this technology help you learn?,11. I use clickers in this course:,How much did using this technology help you learn?,"12. I used social media (e.g., Facebook or Twitter) in this course:",How much did using this technology help you learn?,"13. I used a web conferencing tool (e.g., Collaborate, Connect, Zoom, Blue Jeans, GoToMeeting or WebEx) in this course:",How much did using this technology help you learn?,"14. What are the top 3 TECHNOLOGIES that best help you learn, whether they are on the list above or not and whether or not they were part of your course?",1. It was easy to communicate with my instructor.,2. It was easy to communicate with other students in the course.,3. I felt a sense of community in this course.,4. Feeling a sense of community in my courses is important to me.,5. I understood what this course was supposed to cover – the learning objectives were clearly defined.,6. The learning activities supported the accomplishment of the stated learning objectives.,7. I understood the technical requirements and/or technology policy provided by my instructor.,8. I was able to find online help when I needed it.,9. I had access to a rubrica list of expectations for evaluating the quality of an assignment showing how I can succeed in the course OR on a project.,Please provide any comments about your course experience that you would like to share here.,Participating in an in-class discussion,Participating in an online discussion,Answering a question in class,"Taking “objective” tests (e.g., multiple choice, true/false)",Taking essay tests,Writing a high quality term paper,Explaining a concept to another student,Studying enough to understand content thoroughly,Attending class regularly,Using technology in future courses,Applying lecture content to a laboratory session,Spreading out studying instead of cramming,Completing all assignments,Keeping up with the readings,Raising my hand in class,Visiting my professor during office hours,Please provide any comments about your confidence levels after taking this course that you would like to share here.,1. Gender,Other (please specify):1. Gender,2. Race/Ethnicity:,3. Current GPA:,4. Do you receive financial aid?,5. How many units did you take this semester?,"6. On average, how many hours per week did you work this semester?","7. Do you use Assistive TechnologyAssistive Technology is tool used to increase, maintain, or improve the functional capabilities of individuals with disabilities.?",Screen reader:Please check all types of assistive technology listed below that you use:,Text-to-speech:Please check all types of assistive technology listed below that you use:,Voice recognition:Please check all types of assistive technology listed below that you use:,Magnifier:Please check all types of assistive technology listed below that you use:,Other (please specify)::Please check all types of assistive technology listed below that you use:,Other (please specify)::Please check all types of assistive technology listed below that you use:,I would like to enter my name and email address for a chance to win one of 40 $10 Amazon gift cards. I understand that providing my name here will NOT in any way compromise the anonymity of my responses.,I would like to participate in a brief follow-up interview via video conference for an additional opportunity to win a $10 Starbucks gift card.,Name,Email
32,"May 23, 2017 11:30:57 AM","May 23, 2017 11:34:55 AM",Complete,102932500,,,English,,,6362e0fe9ee4b385717782d23a8bf171,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,Pomona,CA,x,Pomona,,,,,,,,,,,,,,,,,,MATH 201Wu,,,,,,,,,,,,,,100% in-person,Rarely,Some,Never,,Sometimes,Not much,Rarely,Some,Sometimes,Not much,Sometimes,Not much,Sometimes,Some,Often,Some,Often,A lot,I clicker Metagocnitjon,Sometimes,Some,Sometimes,Not much,Never,,Rarely,None,NA,,NA,,NA,,Sometimes,Some,Sometimes,Some,Sometimes,Not much,Rarely,Not much,Rarely,Some,Sometimes,A lot,Phone and iclicker,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Nothing ,No change in confidence,No change in confidence,More Confident,More Confident,No change in confidence,More Confident,No change in confidence,N/A,N/A,N/A,Less Confident,N/A,N/A,N/A,Less Confident,Less Confident,None ,F,,Asian,2.51-3.00,Yes,16-18,1-10,No,,,,,,,Yes,Yes,x,x
33,"May 23, 2017 11:43:32 AM","May 23, 2017 11:54:24 AM",Complete,102932286,,,English,https://outlook.live.com/,https://outlook.live.com/,9ea6aeb65c70daf4f268a52d2149714e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",,x,x,x,United States,Long Beach,CA,x,Pomona,,,,,,,,,,,,,,,,,,"FRL 301	Yu",,,,,,,,,,,,,,Mostly in-person,Often,Some,Sometimes,A lot,Never,,Sometimes,Some,NA,,Sometimes,A lot,Never,,NA,,Always,A lot,online videos. online hw. in class powerpoint ,Always,A lot,Often,Some,Always,Some,NA,,Often,A lot,Never,,NA,,NA,,NA,,Sometimes,Some,NA,,NA,,Never,,Blackboard. study materials from connect. Video lectures ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,More Confident,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,,M,,Multi-Racial (two or more races),2.00-2.50,Yes,12-15,11-20,No,,,,,,,Yes,Yes,x,x
34,"May 23, 2017 11:47:49 AM","May 23, 2017 11:52:17 AM",Complete,102932807,,,English,,,9473c3de54589903b45cdaf9df649db1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",,x,x,x,United States,San Luis Obispo,CA,x,San Luis Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,EE 120 – Kim,,,,,,100% in-person,Always,A lot,Often,A lot,Often,A lot,Rarely,Some,NA,,Sometimes,Some,Always,A lot,NA,,Always,A lot,,NA,,Sometimes,Not much,NA,,NA,,Rarely,Some,Sometimes,Some,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable/No Opinion,,No change in confidence,N/A,No change in confidence,No change in confidence,No change in confidence,N/A,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,,F,,Asian,3.01-3.50,Yes,19+,0,No,,,,,,,Yes,,x,x
35,"May 23, 2017 12:06:59 PM","May 23, 2017 12:14:03 PM",Complete,102932243,,,English,,,fa7963faa56a2f1d4829c7b2042443da,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,x,x,x,United States,Diamond Bar,CA,x,Pomona,,,,,,,,,,,,,,,,,,ECON-479Jia,,,,,,,,,,,,,,Mostly in-person,Always,A lot,Rarely,Some,Always,A lot,Always,A lot,Sometimes,Some,Always,Some,Rarely,Not much,NA,,Always,A lot,"Online lecture, in class activities, and presentations ",NA,,Always,Some,Rarely,Not much,NA,,Always,A lot,Sometimes,Some,Often,A lot,Sometimes,Not much,NA,,Often,A lot,NA,,Never,,Never,,"Adobe (for online lecture), YouTube videos, and GoogleDrive",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,More Confident,More Confident,More Confident,More Confident,Less Confident,More Confident,More Confident,More Confident,No change in confidence,No change in confidence,No change in confidence,More Confident,More Confident,More Confident,More Confident,No change in confidence,,F,,Asian,3.51-4.00,Yes,16-18,0,No,,,,,,,Yes,No,x,x
36,"May 23, 2017 12:15:30 PM","May 23, 2017 12:21:05 PM",Complete,102932482,,,English,,,bd6f0e2c7eefa1dd79ef1fbf2e54431e,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,Pomona,CA,x,Pomona,,,,,,,,,,,,,,,,,,MATH 201Wu,,,,,,,,,,,,,,100% in-person,Always,Some,Always,A lot,Always,A lot,Sometimes,Some,NA,,Sometimes,Some,Never,,Never,,Always,A lot,,NA,,NA,,Always,A lot,NA,,Never,,NA,,NA,,NA,,Always,A lot,Often,Some,Always,A lot,Never,,Often,A lot,,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,No change in confidence,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,,F,,Hispanic/Latino,3.01-3.50,Yes,12-15,1-10,No,,,,,,,Yes,Yes,,
37,"May 23, 2017 12:52:56 PM","May 23, 2017 12:58:52 PM",Complete,102932745,,,English,,,dadb94cccb7aa765ce883188c5e1030a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,x,x,x,United States,Chino Hills,CA,x,Pomona,,,,,,,,,,,,,,,,,,IE 245Liles,,,,,,,,,,,,,,100% in-person,Sometimes,Some,Sometimes,Some,NA,,NA,,NA,,Often,A lot,Never,,Never,,Often,A lot,"Teaching others the material, using flash cards, and discussing material with others",Never,,Never,,Never,,Never,,Sometimes,Some,Often,A lot,Always,Some,Always,A lot,Never,,Never,,Never,,Never,,Never,,"Youtube, my notes on google docs, and the lectures that were posted to DropBox",Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,More Confident,More Confident,More Confident,No change in confidence,More Confident,More Confident,More Confident,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,More Confident,No change in confidence,No change in confidence,No change in confidence,,F,,White/Caucasian,3.51-4.00,No,16-18,11-20,No,,,,,,,Yes,No,x,x
38,"May 23, 2017 1:04:49 PM","May 23, 2017 1:18:34 PM",Complete,102932061,,,English,,,1abeacac8cc0d5435afbd75970fb4772,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Cr","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/58.0.3029.113 Mobile/14D27 Safari/602.1",,x,x,x,United States,Fremont,CA,x,East Bay,,,,,,,GEO 101 - Hark,,,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Rarely,Not much,Sometimes,Some,Often,A lot,Sometimes,Some,Never,,Often,Some,Sometimes,Some,Rarely,Not much,Always,Not much,Videos  Group work  Debates ,Rarely,Not much,Sometimes,Some,Rarely,Not much,Never,,Always,A lot,Rarely,Not much,NA,,Rarely,Some,Sometimes,Some,Never,,Never,,Never,,Never,,Phone  Computer  Cengage ,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,More Confident,More Confident,No change in confidence,No change in confidence,No change in confidence,No change in confidence,More Confident,No change in confidence,No change in confidence,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,No change in confidence,,F,,Unknown,2.00-2.50,Yes,12-15,21-30,No,,,,,,,Yes,Yes,x,x
40,"May 23, 2017 2:31:58 PM","May 23, 2017 2:39:04 PM",Complete,102932064,,,English,,,cd2bcd45c876b2e4bc3896cae4247472,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,Vallejo,CA,x,East Bay,,,,,,,GEO 101 - Hark,,,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Always,A lot,Often,A lot,Sometimes,Some,Often,A lot,Never,,Never,,Rarely,Some,Never,,Always,A lot,"Feedback, Powerpoints, and In class activity",Never,,Always,A lot,Sometimes,Some,Never,,NA,,Never,,Sometimes,A lot,Sometimes,Not much,Always,A lot,Never,,NA,,NA,,NA,,,Agree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Not Applicable/No Opinion,Agree,,More Confident,No change in confidence,More Confident,No change in confidence,N/A,N/A,N/A,More Confident,No change in confidence,Less Confident,N/A,N/A,More Confident,More Confident,No change in confidence,N/A,,DTS,,Decline to state,2.51-3.00,No,12-15,11-20,No,,,,,,,Yes,Yes,x,x
41,"May 23, 2017 3:37:55 PM","May 25, 2017 7:17:35 PM",Complete,102932585,,,English,,,e70608d63fd283750479afa8b9426ed5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",,x,x,x,United States,Claremont,CA,x,Pomona,,,,,,,,,,,,,,,,,,GEO 201Hoacks,,,,,,,,,,,,,,100% online,Often,A lot,Always,Some,Often,Some,NA,,Sometimes,Some,NA,,NA,,Rarely,Not much,Always,A lot,,Always,A lot,NA,,Never,,Often,A lot,NA,,Often,A lot,Always,A lot,Never,,Never,,NA,,NA,,NA,,NA,,,Strongly Agree,Strongly Agree,Agree,Not Applicable/No Opinion,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Less Confident,More Confident,Less Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,N/A,N/A,N/A,More Confident,More Confident,More Confident,Less Confident,More Confident,,F,,Multi-Racial (two or more races),3.51-4.00,No,16-18,0,No,,,,,,,No,No,x,x
42,"May 23, 2017 4:14:35 PM","May 23, 2017 4:36:40 PM",Complete,102932128,,,English,,,30db9116c9e68c3aaf11a147561d5c67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,x,x,x,United States,Hayward,CA,x,East Bay,,,,,,,FRN 304 - Thomason,,,,,,,,,,,,,,,,,,,,,,,,,Mostly in-person,Sometimes,A lot,Rarely,Some,Always,A lot,Sometimes,Some,Always,A lot,Always,A lot,Rarely,Some,NA,,Always,A lot,1. Working in groups 2. Online courses 3. PowerPoints/videos ,Always,A lot,NA,,Often,Some,NA,,NA,,Often,A lot,Always,A lot,Rarely,Some,Always,A lot,Sometimes,Some,NA,,NA,,NA,,1. YouTube 2. Word  3. Note Pad,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,No change in confidence,More Confident,No change in confidence,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,N/A,More Confident,More Confident,No change in confidence,N/A,I got to engage more with fellow classmates which helped me understand more the context.,F,,Hispanic/Latino,3.01-3.50,Yes,12-15,11-20,No,,,,,,,Yes,Yes,x,
44,"May 23, 2017 5:03:50 PM","May 23, 2017 5:12:52 PM",Complete,102932616,,,English,,,6cfd21cfe9527cd5006092086d0680b5,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,South El Monte,CA,x,Pomona,,,,,,,,,,,,,,,,,,ECON-479Jia,,,,,,,,,,,,,,100% in-person,Sometimes,Some,Rarely,Not much,Sometimes,A lot,Sometimes,Some,NA,,Sometimes,Some,Never,,Never,,Sometimes,Not much,YouTube,Never,,Never,,Never,,Never,,Never,,Always,A lot,Never,,Rarely,Not much,Never,,Never,,Never,,Never,,Never,,Youtube,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,,No change in confidence,No change in confidence,Less Confident,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No change in confidence,No change in confidence,No change in confidence,No change in confidence,,F,,Hispanic/Latino,2.51-3.00,Yes,12-15,0,No,,,,,,,Yes,No,x,x
45,"May 23, 2017 5:55:29 PM","May 23, 2017 6:01:31 PM",Complete,102932371,,,English,,,db52caeb265fcc36a6a963e15cab42b1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,La Puente,CA,x,Pomona,,,,,,,,,,,,,,,,,,CHM 501Hucksley,,,,,,,,,,,,,,100% in-person,Sometimes,Some,Always,Some,Often,Some,Sometimes,Some,NA,,NA,,NA,,Never,,Always,A lot,"Lecture , hw , iclicker",NA,,NA,,Always,A lot,NA,,Sometimes,Some,NA,,NA,,NA,,NA,,NA,,Always,A lot,NA,,NA,,"Iclicker, connect hw",Agree,Agree,Neutral,Not Applicable/No Opinion,Neutral,Neutral,Agree,Neutral,Agree,,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,N/A,No change in confidence,No change in confidence,More Confident,More Confident,N/A,No change in confidence,More Confident,No change in confidence,No change in confidence,No change in confidence,,F,,Asian,3.01-3.50,Yes,12-15,1-10,No,,,,,,,Yes,Yes,x,x
46,"May 23, 2017 6:05:29 PM","May 23, 2017 6:15:48 PM",Complete,102932744,,,English,,,152d2357d23188cdaae3362bfb99a1c1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,x,x,x,United States,Pomona,CA,x,Pomona,,,,,,,,,,,,,,,,,,IE 245Liles,,,,,,,,,,,,,,Mostly in-person,Always,A lot,Sometimes,Some,NA,,NA,,NA,,NA,,NA,,NA,,Often,A lot,Online lecture recordings Online PowerPoint lectures Online homework that is not due,NA,,NA,,Never,,Rarely,Some,Often,A lot,Sometimes,A lot,Always,Some,NA,,NA,,Sometimes,Not much,NA,,NA,,NA,,Online free homework ,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable/No Opinion,,More Confident,No change in confidence,More Confident,More Confident,More Confident,N/A,N/A,No change in confidence,More Confident,N/A,N/A,No change in confidence,More Confident,N/A,More Confident,No change in confidence,,F,,Decline to state,2.51-3.00,Yes,16-18,11-20,No,,,,,,,Yes,Yes,x,x
48,"May 23, 2017 7:18:38 PM","May 23, 2017 7:33:18 PM",Complete,102932065,,,English,,,e1897b04521cab411cd2abb84466f8b8,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,,x,x,x,United States,Hayward,CA,x,East Bay,,,,,,,GEO 101 - Hark,,,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Always,A lot,Always,A lot,Always,A lot,Often,A lot,Always,A lot,Always,A lot,Never,,NA,,Always,A lot,1. Going over and talking about the power point slides from some of the chapters. 2. Some of the debates that were presented in loud and clear. 3. Working as groups and having class discussions.,Always,A lot,Always,A lot,Always,A lot,NA,,NA,,Often,A lot,Always,A lot,Always,A lot,Always,A lot,Often,A lot,NA,,NA,,NA,,1. Tophat (going over the quizzes) 2. Cengage (having access to ebook) 3. Googled online sources that gave information about my debate topic.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"This was a great course that I had a chance in to experiencing new technological ways in enhancing my learning process. Like before, I didn't know about top hat or cengage but after taking this course, I learned how to use them, and I found it to be so much easier than carrying large heavy books.",More Confident,More Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,,F,,Native Hawaiian/Pacific Islander,2.51-3.00,Yes,16-18,0,No,,,,,,,Yes,No,x,x
